Owned By Check,Owned Name,Postal,Unique ID,Notes,House Name,MLO/SHELL/IPL,Shell Name,MLO Name,Rental/Mortgage,Downpayment,Total Value or Daily Rent Price,Current Mortgage Remaining,Last Login Date,Property Tax Missed,TBX Only,TBX Cost,Numb,Personal Garage,Shell Yard,Storage Count,Buisness lookup
,,1056,57084.0,,1056 Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,780,57289.0,,780 Roxwood B,shell,"""shell_frankaunt""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,#REF!,#REF!
N14Q0XFD,Brandon Chavis,3013,57303.0,,3013 Sandy Shores Marina Dr 841,shell,"""classichouse3_shell""",,Sale,"$13,250.00","$265,000.00",PAID OFF,9/15/2025 17:51:49,0,False,,,❌,❌,20,
,,9107 B,17652.0,,9107 Grove Street Home B,shell,"""kambi_emptyhouse1""",,Sale,"$20,000.00","$400,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
DGB48038,Wayne Gemini,9379,57414.0,,9379 Container,shell,"""container_shell""",,Sale,"$4,400.00","$88,000.00",PAID OFF,9/14/2025 15:03:13,0,False,,,❌,❌,20,
YT338PMV,Stevy Emm,8211,57466.0,,8211 LTD,mlo,,,Rent,$0.00,"$4,500.00",RENTAL PROPERTY,9/16/2025 7:41:01,0,False,,,❌,❌,5,247_8211
U2Y4TNSE,Jeffrey Dunce,8048,57503.0,,8048 Mission Row Sinner St 532,shell,"""shell_apartment2""",,Sale,"$28,400.00","$568,000.00","$505,358.00",9/16/2025 3:26:39,0,False,,,❌,❌,24,
G070811P,Prismo Wishmaster,4022,57522.0,,4022 Route 68 Home A,shell,"""medium_housing2_k4mb1""",,Sale,"$7,250.00","$145,000.00",PAID OFF,9/16/2025 5:38:25,0,False,,,❌,❌,5,
,,3034,57601.0,,Stab City Trailer B,shell,"""shell_trailer""",,Sale,"$3,500.00","$70,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Roxwood,57700.0,,Roxwood Heights Room 101,shell,"""k4_motel2_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,Roxwood,57765.0,,Roxwood Heights Room 106,shell,"""k4_motel2_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
L0443D5F,Quinn Jones,3002,57891.0,,Soony Badman 3002 Basement,shell,"""k4mb1_basement5_shell""",,Sale,"$1,750.00","$35,000.00",PAID OFF,9/16/2025 7:37:53,0,False,,,❌,❌,20,
,,3002,57926.0,,3002 Sandy Warehouse B,shell,"""shell_garagem""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Roxwood,58137.0,,Roxwood Heights Room 104,shell,"""k4_motel2_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
OUS03572,Skip Larmer,10032,48771.0,,10037 Mechanic,shell,"""shell_warehouse2""",,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 3:01:31,0,False,,,❌,❌,45,scrap_10032
,,Sandy,58163.0,,Sandy Motel Rm#119,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$350.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,3009,58188.0,,3009 Trailer A,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,25,
B8A63GZC,Jason Hawke,215,58261.0,,215 Scrapyard,shell,"""k4mb1_basement1_shell""",,Rent,$0.00,"$2,498.00",RENTAL PROPERTY,9/14/2025 22:50:03,0,False,,,❌,❌,5,scrap_215
D63XG76H,Isaac Burg,3007,58346.0,,3007 Niland Ave,shell,"""medium_housing1_k4mb1""",,Sale,"$13,750.00","$275,000.00",PAID OFF,9/16/2025 6:34:18,0,False,,,❌,❌,20,
BC6445S4,Phil Johnson,2009,58465.0,,Grapeseed Autoparts,mlo,,,Rent,$0.00,"$3,700.00",RENTAL PROPERTY,9/16/2025 7:22:53,0,False,,,❌,❌,15,autopart_2009
F79LZ7P7,Rakfnaruk VonWalkins,2059,58526.0,,2059 Catfish View,shell,"""shell_v16mid""",,Sale,"$8,500.00","$170,000.00",PAID OFF,9/15/2025 3:02:34,0,False,,,❌,❌,20,
,,9096,58596.0,,9096 Grove Street House B,shell,"""default_housing4_k4mb1""",,Sale,"$33,250.00","$665,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,25,
,,DC,58609.0,,dc hotel #302,shell,"""k4_hotel3_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
T34HYG32,Yuri Orlov,9277,58624.0,,9277 Warehouse,shell,"""shell_garagem""",,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/14/2025 6:13:08,0,False,,,❌,❌,20,
N14Q0XFD,Brandon Chavis,6150,59055.0,,6150 Picture Perfect Drive,mlo,,,Sale,"$89,750.00","$1,795,000.00","$1,591,211.00",9/15/2025 17:51:49,0,False,,,❌,❌,10,
,,Galapagos,59079.0,,Galapagos South Island Home A,shell,"""medium_housing2_k4mb1""",,Sale,"$14,500.00","$290,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
C225322D,Donald Rodgers,3034,59151.0,,Stab City Trailer K,shell,"""shell_trailer""",,Sale,"$3,500.00","$70,000.00",PAID OFF,9/16/2025 7:05:00,0,False,,,❌,❌,20,
M4HG5157,Thomas Hardy,108,59170.0,,108 Noodle Back store,shell,"""shell_store3""",,Sale,"$5,000.00","$100,000.00",PAID OFF,9/16/2025 6:16:57,0,False,,,❌,❌,20,
,,789,59405.0,,789 Roxwood A,shell,"""kambi_emptyhouse1""",,Rent,$0.00,"$3,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
ZGX44775,cody garripoli,788,59500.0,,788 Roxwood C,shell,"""medium_housing1_k4mb1""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/14/2025 21:57:34,0,False,,,❌,❌,15,
ZGX44775,cody garripoli,4018,59693.0,,4018 Route 68,shell,"""shell_store2""",,Sale,"$4,500.00","$90,000.00",PAID OFF,9/14/2025 21:57:34,0,False,,,❌,❌,15,
LILBX45N,Gorb R,3051,59995.0,,3051 House A,shell,"""shell_v16mid""",,Rent,$0.00,"$2,250.00",RENTAL PROPERTY,9/16/2025 3:14:32,0,False,,,❌,❌,5,
M14I8OUD,ChesterEarl Dawson,3057 C,60065.0,,3057 Senora Way B,shell,"""shell_trailer""",,Sale,"$3,750.00","$75,000.00",PAID OFF,9/16/2025 3:24:25,0,False,,,❌,❌,6,
ZDC9SJ2J,John Long,4010,60333.0,,Grand Senora Desert Baytree Canyon Rd 630,shell,"""shell_lester""",,Sale,"$17,000.00","$340,000.00",PAID OFF,9/16/2025 4:46:09,0,False,,,❌,❌,20,
Q3V5TCFP,Delmira Rossi,1061,60334.0,,Paleto Bay Paleto Blvd 235,shell,"""default_housing5_k4mb1""",,Sale,"$32,500.00","$450,000.00",PAID OFF,9/15/2025 4:21:41,0,False,,,❌,❌,20,
XIIJ489M,Charlie ONiel,5001,60429.0,,Trevors Place,shell,"""shell_trevor""",,Sale,"$11,250.00","$225,000.00","$213,750.00",9/16/2025 11:51:19,0,False,,,❌,❌,15,
,,Del,60457.0,,del perro heights #201,shell,"""k4_hotel1_shell""",,Rent,$0.00,"$1,800.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Cayo,60480.0,,Cayo LTD,shell,"""shell_store1""",,Rent,$0.00,"$4,198.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,ltd_cayo_01
,,9340,60568.0,,9340 Armillo Vista B,mlo,,,Rent,$0.00,"$4,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9172,88498.0,,9172 Jamestown Street,mlo,,,Sale,"$19,000.00","$380,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9253,60800.0,,La Mesa Capital Blvd 908,shell,"""shell_warehouse1""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Cayo,60929.0,,Cayo Perico Warehouse A,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
RIZUX7VK,Renee Pawthorne,4020,61021.0,,4010 Route 68,shell,"""medium_housing3_k4mb1""",,Sale,"$2,100.00","$42,000.00","$19,352.00",9/16/2025 3:19:48,0,False,,,❌,❌,15,
W01ZZ689,Bobby Johnson,924,61410.0,,974 House 2 Roxwood,shell,"""k4_mansion2_shell""",,Sale,"$36,000.00","$720,000.00","$517,595.00",9/4/2025 0:49:11,0,False,,,❌,❌,20,
P8DN2B27,Danny Vella,7340,61550.0,,7340 Nikola Place,mlo,,,Sale,"$42,500.00","$850,000.00","$645,494.00",9/15/2025 0:03:04,0,False,,,❌,❌,20,
,,1024,61576.0,,1024 Unit 4,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
OC83YW4S,Amelia Lopez,3014,61672.0,,3014 Sandy Office,shell,"""k4mb1_furnishedoffice1_shell""",,Rent,$0.00,"$1,500.00",RENTAL PROPERTY,9/16/2025 1:40:02,0,False,,,❌,❌,20,
SLB431Y2,Buddy Fieri,4001,61677.0,,4001 House on the Hill,shell,"""medium_housing1_k4mb1""",,Sale,"$16,250.00","$325,000.00","$119,638.00",9/15/2025 2:34:43,0,False,,,❌,❌,5,
Z2BVARY6,Ace Wynters,Pink,61771.0,,Pink Cage Rm#2F,mlo,,,Rent,$0.00,$900.00,RENTAL PROPERTY,9/16/2025 6:42:42,0,False,,,❌,❌,5,
T528GP43,Tristan Cabinson,7343,61840.0,,7343 Warehouse,shell,"""shell_warehouse3""",,Rent,$0.00,"$2,000.00",RENTAL PROPERTY,9/16/2025 3:00:12,0,False,,,❌,❌,20,
P33Z8U37,Annabeth Kray,6108,61920.0,,6108 Vinewood Hills Normandy Dr 482,shell,"""deluxe_housing1_k4mb1""",,Sale,"$120,000.00","$1,400,000.00",PAID OFF,9/16/2025 6:40:33,0,False,,,❌,❌,20,
,,3030,62197.0,,3030 Clubhouse,mlo,,3030_SOA,Rent,$0.00,"$5,332.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,bar_3030
,,7228,62201.0,,7228 Rockford Hills Portola Dr 524,shell,"""shell_office1""",,Rent,$0.00,"$3,526.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
P4PCXY6F,Leon Noel,8181,62310.0,,8181 Mechanic,shell,"""k4mb1_basement1_shell""",,Rent,$0.00,"$5,500.00",RENTAL PROPERTY,9/16/2025 9:03:44,0,False,,,❌,❌,50,"scrap_8181, mechanic8181"
,,1024,62447.0,,1024 Unit 14,shell,"""k4_motel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Roxwood,62637.0,,Roxwood Heights Room 108,shell,"""k4_motel2_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,2032,62684.0,,2032 Warehouse,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
Q97N0I48,Tyler Russ,7029,62706.0,,7029 Cougar Ave,shell,"""shell_michael""",,Sale,"$45,000.00","$900,000.00","$656,054.00",9/16/2025 2:13:08,0,False,,,❌,❌,20,
,,8035,63216.0,,8035 offices,shell,"""shell_officebig""",,Rent,$0.00,"$3,250.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
NC59R3S9,Jimmy Smith,204,63223.0,,974 House 3 Roxwood,shell,"""k4_mansion3_shell""",,Sale,"$18,400.00","$368,000.00","$319,010.00",9/16/2025 4:53:34,0,False,,,❌,❌,5,
,,782,63592.0,,782 Roxwood B,shell,"""medium_housing1_k4mb1""",,Rent,$0.00,"$2,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,4022,63756.0,,Grand Senora Desert Route 68 156,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,DC,63831.0,,dc hotel #200,shell,"""k4_hotel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
DU1RB5CU,Emmy Liv,4002,63852.0,,4002 Estate,mlo,,,Rent,$0.00,"$6,500.00",RENTAL PROPERTY,9/15/2025 4:01:28,0,True,$65/month,$65,❌,❌,20,
,,5037,63970.0,,5037 24/7,mlo,,,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,247_5037
,,Kauai Harbor,64023.0,"(-7806.81, 368.63, 0.0)",Kauai Harbor,shell,"""k4mb1_basement4_shell""",,Rent,$0.00,"$3,500.00",AVAILABLE,AVAILABLE,0,True,$25/month,$25,❌,❌,40,
M9QSI4B8,Radek Kot,7012 D,64028.0,,7012 Route 1 D,shell,"""highend_housing1_k4mb1""",,Sale,"$140,000.00","$2,800,000.00","$1,928,490.00",8/20/2025 10:18:05,0,False,,,❌,❌,10,
UMG1U95Z,Linny Tano,3032,64170.0,,3032 Warehouse A,shell,"""shell_warehouse2""",,Sale,"$11,750.00","$60,000.00",PAID OFF,9/15/2025 4:18:50,0,False,,,❌,❌,20,
,,DC,64280.0,,dc hotel #100,shell,"""k4_hotel1_shell""",,Rent,$0.00,"$1,300.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
JJSZRYHL,Benjamin Pierce,8211,64431.0,,8211 Activities,mlo,,,Rent,$0.00,"$5,780.00",RENTAL PROPERTY,9/16/2025 4:15:35,0,False,,,❌,❌,5,activities_8211
V6F5873J,Kenny Kline,9100,64566.0,,Davis Grove St 458,mlo,,,Sale,"$33,495.00","$669,900.00",PAID OFF,9/14/2025 19:51:44,0,False,,,❌,❌,20,
LP1E203K,Reginald Cooke,5017,64587.0,,5017 Activity Store,mlo,,,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/15/2025 19:28:36,0,False,,,❌,❌,5,activities_5017
,,7023,64771.0,,7023 Apartment B,shell,"""default_housing5_k4mb1""",,Sale,"$21,250.00","$425,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
O073WWUB,Zippy Marblez,7023,64935.0,,7023 Apartment A,shell,"""default_housing4_k4mb1""",,Sale,"$21,250.00","$425,000.00","$349,748.00",9/16/2025 8:00:15,0,False,,,❌,❌,20,
C225322D,Donald Rodgers,4010,65009.0,,4010 Warehouse,shell,"""warehouse_k4mb1""",,Rent,$0.00,"$1,800.00",RENTAL PROPERTY,9/16/2025 7:05:00,0,False,,,❌,❌,40,
,,2027,65073.0,,2027 O'neal Farmhouse,mlo,,,Rent,$0.00,"$5,500.00",AVAILABLE,AVAILABLE,0,True,30/mo,$30.00,❌,❌,20,
,,Sandy,65458.0,,Sandy Motel Rm#204,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
B6J21ACZ,Dexter Kray,9054,65524.0,,9054 Tow Yard,mlo,,,Sale,"$12,500.00","$250,000.00",PAID OFF,9/16/2025 3:58:10,0,False,,,❌,❌,15,
B0470R0K,Paco Ward,8168,65576.0,,8168 Ammunation,mlo,,,Rent,$0.00,"$4,000.00",RENTAL PROPERTY,9/16/2025 3:40:34,0,True,$45/Mo,$45.00,❌,❌,20,ammunation_8168
,,Eastern,65584.0,,Eastern Motel Rm# 003,mlo,,,Rent,$0.00,$600.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,8209,65621.0,,La Puerta Goma St 462,mlo,,,Sale,"$33,500.00","$670,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
EJJ5ONN8,Dave River,1067,65644.0,,1067 Procopio Drive,shell,"""highend_housing2_k4mb1""",,Sale,"$38,750.00","$775,000.00",PAID OFF,9/16/2025 1:23:25,0,False,,,❌,❌,20,
TFT57255,ISSAC Mandel,5018 B,65707.0,Issac - TBX is Paid,6038 Marlowe Drive,mlo,,,Rent,$0.00,"$8,950.00",RENTAL PROPERTY,9/15/2025 1:43:31,0,True,$50/month,$50,❌,❌,30,
S1Z9ZVW1,Vixen Wolfe,7053,65797.0,,7053 Greenwich Place,shell,"""k4_mansion3_shell""",,Sale,"$95,000.00","$1,900,000.00","$1,462,050.00",9/16/2025 3:36:09,0,False,,,❌,❌,25,
,,8207,65801.0,,8207 Bay City Ave,mlo,,,Sale,"$144,750.00","$2,895,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,910,65991.0,,910 House 1 Roxwood,mlo,,,Sale,"$27,500.00","$550,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
KGA93X07,Joesph Goldburg,1075,24697.0,,1075 Procopio Dr,shell,"""k4mb1_classic4_shell""",,Sale,"$26,250.00","$525,000.00","$265,272.00",9/16/2025 3:17:15,0,False,,,❌,❌,25,
,,5000,66353.0,,5000 Cabin,shell,"""default_housing2_k4mb1""",,Sale,"$16,250.00","$325,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9085,66359.0,,9085 Apartment A,shell,"""shell_v16mid""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
FQZ6U9WS,Hank Bailey,3034,66443.0,,Stab City Trailer A,shell,"""shell_trailer""",,Sale,"$3,500.00","$70,000.00",PAID OFF,9/14/2025 7:21:07,0,False,,,❌,❌,20,
P1N1K9U6,Chuy Martinez,9338,66458.0,,9338 Fudge Lane C,shell,"""medium_housing2_k4mb1""",,Sale,"$17,500.00","$350,000.00",PAID OFF,9/12/2025 1:19:07,0,False,,,❌,❌,20,
HPB4X58F,Noelia Serrano,6070,66612.0,,6070 Marlowe Drive,mlo,,,Rent,$0.00,"$6,250.00",RENTAL PROPERTY,9/16/2025 3:30:07,0,True,$75/Mo,$75.00,❌,❌,30,
HPB4X58F,Noelia Serrano,7156,66625.0,,7156 Portola Drive,mlo,,ed_brickmansion,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/16/2025 3:30:07,0,True,$40/Mo,$40.00,❌,❌,5,
,,945,67092.0,,945 House Roxwood,shell,"""shell_trevor""",,Sale,"$13,000.00","$260,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Del,67216.0,,del perro heights #205,shell,"""k4_hotel3_shell""",,Rent,$0.00,"$1,800.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,9108,67408.0,,9108 Davis Covenant Ave 389,shell,"""default_housing5_k4mb1""",,Sale,"$25,000.00","$500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Forum,67628.0,,Forum Drive Apartments #3,shell,"""k4_motel1_shell""",,Rent,$0.00,$800.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,3034,67653.0,,Trenton's Trailor - Stab City,mlo,,,Sale,"$3,750.00","$75,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,DC,67686.0,,dc hotel #205,shell,"""k4_hotel2_shell""",,Rent,$0.00,"$1,500.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7018 A,67818.0,,7018 Route 1 A,shell,"""highend_housing1_k4mb1""",,Sale,"$140,000.00","$2,800,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
LP1E203K,Reginald Cooke,8211,67839.0,,Digital Den 8211,mlo,,,Rent,$0.00,"$2,300.00",RENTAL PROPERTY,9/15/2025 19:28:36,0,False,,,❌,❌,5,digital_8211
,,7023,67970.0,,7023 Apartment C,shell,"""default_housing5_k4mb1""",,Sale,"$21,250.00","$425,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,7354,68161.0,,7354 Ammunation,mlo,,,Rent,$0.00,"$3,800.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,ammunation_7354
QJV6AUMA,Loc Dog,3019,68325.0,,3019 Cholla Springs Ave,shell,"""shell_trailer""",,Sale,"$4,750.00","$95,000.00",PAID OFF,9/16/2025 4:21:34,0,False,,,❌,❌,20,
,,Poseidons Retreat,68484.0,"(-6057.08, 1566.24, 0.0)",Poseidons Retreat,shell,"""k4mb1_basement5_shell""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,True,$50/month,$50,❌,❌,20,
LAZIH2EH,Marcus Bernett,8212,68551.0,,Vespucci Palomino Ave 941,shell,"""new_garages3_k4mb1""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/16/2025 2:52:13,0,False,,,❌,❌,20,
Y1D81S1G,Frank Gamble,893,68578.0,,893 House 1 Roxwood,shell,"""default_housing2_k4mb1""",,Sale,"$27,500.00","$550,000.00",PAID OFF,8/31/2025 1:03:10,0,False,,,❌,❌,20,
W01ZZ689,Bobby Johnson,6185,68794.0,,6185 Tequi-la-la Warehouse,shell,"""shell_warehouse3""",,Rent,$0.00,"$6,000.00",RENTAL PROPERTY,9/4/2025 0:49:11,0,False,,,❌,❌,20,
FWC93543,Glory Reigns,Cayo,97162.0,,Mi Casa @ Cayo,shell,"""classichouse3_shell""",,Sale,"$17,500.00","$350,000.00",PAID OFF,8/31/2025 2:44:33,0,False,,,❌,❌,20,
MJM0SD00,Vito Andretti,3051,68892.0,,Xero Andretti Fuel @ 3051,mlo,,,Rent,$0.00,"$5,450.00",RENTAL PROPERTY,9/16/2025 3:01:22,0,False,,,❌,❌,5,"247_3051, gas_3051"
,,7299,68907.0,,7299 Clubhouse Garages,shell,"""shell_garagem""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,6084,69182.0,,6084 Whispymound Drive,shell,"""deluxe_housing3_k4mb1""",,Sale,"$107,100.00","$2,142,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
P07JSVD6,Marceline Carpenter,6012,69213.0,,6012 North Rockford Drive,shell,"""deluxe_housing3_k4mb1""",,Sale,"$115,000.00","$2,300,000.00","$1,584,114.00",9/16/2025 8:30:20,0,False,,,❌,❌,20,
HPB4X58F,Noelia Serrano,7338,69284.0,,7336 Mirror Park Boulevard A,shell,"""deluxe_housing1_k4mb1""",,Sale,"$46,250.00","$925,000.00","$571,186.00",9/16/2025 3:30:07,0,False,,,❌,❌,20,
,,912,69298.0,,912 LTD & Gas,mlo,,,Rent,$0.00,"$7,933.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,"ltd_912, gas_912"
X52Q5SGO,Benny Bucco,9085,69328.0,,9085 Apartment building 1,shell,"""k4mb1_hoodhouse1_shell""",,Rent,$0.00,$800.00,RENTAL PROPERTY,9/16/2025 0:48:01,0,False,,,❌,❌,20,
QUWX243G,Dante Veyra,Pink,69344.0,,Pink Cage Rm #1F,mlo,,,Rent,$0.00,$800.00,RENTAL PROPERTY,9/15/2025 4:22:10,0,False,,,❌,❌,5,
,,9253,69514.0,,La Mesa Capital Blvd 297,shell,"""shell_warehouse2""",,Rent,$0.00,"$6,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
,,Forum,69556.0,,Forum Drive Apartments #5,shell,"""k4_motel1_shell""",,Rent,$0.00,$800.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
,,3057 G,69558.0,,3057 Sonora Way g,shell,"""shell_trailer""",,Sale,"$4,000.00","$80,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,6,
,,925,69584.0,,925 House 1 Roxwood,shell,"""classichouse_shell""",,Sale,"$37,500.00","$750,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
Z8V333PH,Ghost Godwin,9183,69605.0,,9183 Jamestown Street Apartment F,shell,"""shell_v16mid""",,Sale,"$17,500.00","$350,000.00",PAID OFF,9/16/2025 1:58:10,0,False,,,❌,❌,20,
,,7060,69767.0,,7060 Steele Way,shell,"""shell_banham""",,Sale,"$159,750.00","$3,195,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
VG6XO83J,Lucy Jager,7336,69825.0,,7336 East Mirror Drive,mlo,,,Sale,"$41,000.00","$820,000.00",PAID OFF,9/14/2025 19:20:12,0,False,,,❌,❌,10,
VQ8KDOP0,Dick Dickinson,9386,69846.0,,9386 Storage Bay 1,shell,"""shell_garagem""",,Rent,$0.00,"$3,000.00",RENTAL PROPERTY,9/16/2025 3:50:35,0,False,,,❌,❌,35,
,,Isla del toro,69995.0,"(-6600.0, 1300.0, 0.0)",Isla del toro,shell,"""k4mb1_basement5_shell""",,Rent,$0.00,"$4,000.00",AVAILABLE,AVAILABLE,0,True,$30/Mo,$30.00,❌,❌,5,
,,7035,70365.0,,7035 Sam Austin Drive,shell,"""manor_housing1_k4mb1""",,Sale,"$175,000.00","$3,500,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,10,
,,7063,70667.0,,7063 Edwood Way,mlo,,BASE GAME MLO,Sale,"$700,000.00","$14,000,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
QV6GW7F7,Candy Buccanan,9122,70674.0,,9122 Brogue Ave,shell,"""default_housing5_k4mb1""",,Sale,"$23,500.00","$470,000.00",PAID OFF,9/16/2025 4:11:57,0,False,,,❌,❌,5,
QV6GW7F7,Candy Buccanan,9122,70674.0,,9122 Brogue Ave,shell,"""default_housing5_k4mb1""",,Sale,"$23,500.00","$470,000.00",PAID OFF,9/16/2025 4:11:57,0,False,,,❌,❌,5,
I3L679NA,tray varlack,9388,70726.0,,9388 Oil Fields,shell,"""classichouse_shell""",,Sale,"$19,995.00","$399,990.00","$353,372.00",9/15/2025 12:00:12,0,False,,,❌,❌,5,
HG348G6X,Dave Bluntzzz,4022,70768.0,,Grand Senora Desert Route 68 445,shell,"""shell_trailer""",,Sale,"$4,500.00","$90,000.00","$85,500.00",9/1/2025 18:13:36,0,False,,,❌,❌,20,
V3L5H9B9,Nathan Cross,7018,70772.0,,7018 Route 1,shell,"""highend_housing2_k4mb1""",,Sale,"$55,000.00","$1,100,000.00","$206,389.00",9/16/2025 3:19:53,0,False,,,❌,❌,20,
,,Sandy,70823.0,,Sandy Motel Rm#214,mlo,,cfx_gn_sandy_motel,Rent,$0.00,$450.00,AVAILABLE,AVAILABLE,0,False,,,❌,❌,5,
DGB48038,Wayne Gemini,7326,70902.0,,7326 Laundromat,shell,"""k4mb1_laundry_shell""",,Sale,"$16,000.00","$320,000.00",PAID OFF,9/14/2025 15:03:13,0,False,,,❌,❌,10,
,,7292,71088.0,,Diamond Casino Room 100,shell,"""k4mb1_casinohotel_shell""",,Rent,$0.00,"$2,000.00",AVAILABLE,AVAILABLE,0,False,,,❌,❌,20,
TA361919,Tyler Oakes,8216,71561.0,,8216 Office,shell,"""k4_motel3_shell""",,Rent,$0.00,"$3,500.00",RENTAL PROPERTY,9/15/2025 0:19:52,0,False,,,❌,❌,20,
N0D79361,Valentino Evaso,1061,71608.0,,Paleto Bay Procopio Dr 487,shell,"""default_housing4_k4mb1""",,Sale,"$16,000.00","$320,000.00",PAID OFF,9/16/2025 4:25:17,0,False,,,❌,❌,20,
A9UT25NM,Antonio Lopez,7342,71656.0,,7342 Nikola Place 3,mlo,,,Sale,"$50,050.00","$1,001,000.00",PAID OFF,9/15/2025 22:52:57,0,False,,,❌,❌,20,
